Iterations,Cost
494,15.15731166268402
495,15.157005073939265
496,15.156699039767696
497,15.156393559166169
498,15.156088631133363
499,15.155784254669761
500,15.155480428777654
501,15.155177152461148
502,15.154874424726138
503,15.154572244580322
504,15.154270611033194
505,15.15396952309604
506,15.15366897978193
507,15.153368980105727
508,15.153069523084064
509,15.152770607735365
510,15.152472233079823
511,15.152174398139412
512,15.15187710193786
513,15.151580343500667
514,15.151284121855108
515,15.150988436030202
516,15.150693285056722
517,15.150398667967213
518,15.150104583795953
519,15.149811031578972
520,15.149518010354049
521,15.149225519160696
522,15.148933557040163
523,15.14864212303544
524,15.148351216191243
525,15.148060835554016
526,15.147770980171929
527,15.147481649094878
528,15.147192841374475
529,15.146904556064037
530,15.146616792218609
531,15.14632954889494
532,15.14604282515148
533,15.145756620048388
534,15.14547093264752
535,15.14518576201243
536,15.144901107208371
537,15.144616967302273
538,15.144333341362772
539,15.144050228460173
540,15.143767627666472
541,15.143485538055335
542,15.143203958702117
543,15.142922888683836
544,15.142642327079177
545,15.142362272968498
546,15.14208272543382
547,15.141803683558821
548,15.141525146428839
549,15.141247113130861
550,15.14096958275354
551,15.140692554387163
552,15.140416027123665
553,15.140140000056627
554,15.13986447228127
555,15.139589442894446
556,15.139314910994653
557,15.139040875682005
558,15.138767336058248
559,15.138494291226756
560,15.138221740292533
561,15.137949682362182
562,15.137678116543935
563,15.13740704194764
564,15.137136457684743
565,15.136866362868309
566,15.136596756612999
567,15.136327638035082
568,15.136059006252424
569,15.13579086038448
570,15.135523199552306
571,15.135256022878544
572,15.134989329487427
573,15.13472311850476
574,15.134457389057951
575,15.134192140275967
576,15.133927371289353
577,15.133663081230235
578,15.13339926923231
579,15.133135934430829
580,15.132873075962621
581,15.132610692966063
582,15.132348784581103
583,15.132087349949243
584,15.131826388213526
585,15.131565898518556
586,15.13130588001049
587,15.131046331837014
588,15.130787253147359
589,15.130528643092306
590,15.130270500824166
591,15.13001282549678
592,15.129755616265522
593,15.129498872287291
594,15.12924259272052
595,15.128986776725146
596,15.128731423462655
597,15.12847653209602
598,15.128222101789744
599,15.127968131709842
600,15.127714621023825
601,15.127461568900726
602,15.127208974511065
603,15.126956837026876
604,15.126705155621691
605,15.126453929470518
606,15.126203157749885
607,15.125952839637778
608,15.125702974313704
609,15.125453560958624
610,15.125204598755005
611,15.12495608688677
612,15.124708024539343
613,15.124460410899598
614,15.12421324515589
615,15.12396652649805
616,15.12372025411736
617,15.123474427206569
618,15.123229044959894
619,15.122984106573005
620,15.122739611243018
621,15.122495558168517
622,15.122251946549527
623,15.122008775587517
624,15.121766044485415
625,15.121523752447567
626,15.121281898679774
627,15.121040482389274
628,15.120799502784742
629,15.120558959076268
630,15.120318850475385
631,15.120079176195052
632,15.119839935449644
633,15.11960112745496
634,15.119362751428223
635,15.119124806588061
636,15.11888729215453
637,15.118650207349086
638,15.118413551394594
639,15.118177323515333
640,15.117941522936963
641,15.11770614888658
642,15.117471200592648
643,15.11723667728504
644,15.117002578195018
645,15.116768902555236
646,15.116535649599738
647,15.11630281856395
648,15.116070408684681
649,15.115838419200124
650,15.115606849349843
651,15.11537569837479
652,15.11514496551728
653,15.114914650020996
654,15.114684751130998
655,15.114455268093709
656,15.114226200156907
657,15.113997546569745
658,15.113769306582725
659,15.113541479447706
660,15.113314064417896
661,15.113087060747857
662,15.112860467693512
663,15.112634284512108
664,15.11240851046225
665,15.11218314480388
666,15.111958186798287
667,15.111733635708068
668,15.11150949079719
669,15.111285751330936
670,15.111062416575905
671,15.110839485800046
672,15.110616958272619
673,15.110394833264209
674,15.110173110046711
675,15.109951787893353
676,15.109730866078669
677,15.109510343878508
678,15.109290220570022
679,15.109070495431675
680,15.108851167743245
681,15.108632236785795
682,15.108413701841709
683,15.108195562194645
684,15.107977817129576
685,15.107760465932769
686,15.10754350789176
687,15.107326942295407
688,15.107110768433818
689,15.106894985598416
690,15.106679593081893
691,15.106464590178211
692,15.106249976182626
693,15.106035750391664
694,15.105821912103115
695,15.105608460616045
696,15.105395395230792
697,15.105182715248956
698,15.104970419973395
699,15.104758508708235
700,15.104546980758856
701,15.104335835431907
702,15.104125072035266
703,15.103914689878092
704,15.10370468827077
705,15.103495066524953
706,15.103285823953518
707,15.103076959870599
708,15.10286847359157
709,15.102660364433035
710,15.10245263171284
711,15.10224527475007
712,15.102038292865029
713,15.10183168537926
714,15.101625451615533
715,15.10141959089784
716,15.101214102551394
717,15.101008985902634
718,15.100804240279208
719,15.100599865009997
720,15.100395859425081
721,15.100192222855755
722,15.099988954634524
723,15.099786054095109
724,15.099583520572414
725,15.099381353402576
726,15.099179551922909
727,15.098978115471933
728,15.098777043389372
729,15.098576335016137
730,15.09837598969432
731,15.098176006767234
732,15.09797638557935
733,15.097777125476341
734,15.097578225805053
735,15.097379685913525
736,15.097181505150962
737,15.096983682867759
738,15.096786218415478
739,15.096589111146859
740,15.096392360415807
741,15.096195965577405
742,15.095999925987885
743,15.095804241004663
744,15.095608909986309
745,15.095413932292553
746,15.095219307284282
747,15.095025034323541
748,15.094831112773528
749,15.0946375419986
750,15.09444432136425
751,15.094251450237124
752,15.094058927985028
753,15.093866753976885
754,15.09367492758278
755,15.093483448173934
756,15.093292315122698
757,15.093101527802569
758,15.092911085588161
759,15.092720987855241
760,15.092531233980685
761,15.092341823342505
762,15.09215275531984
763,15.091964029292953
764,15.091775644643217
765,15.091587600753144
766,15.091399897006335
767,15.091212532787534
768,15.091025507482584
769,15.090838820478432
770,15.090652471163155
771,15.090466458925913
772,15.09028078315699
773,15.09009544324776
774,15.089910438590708
775,15.089725768579406
776,15.089541432608536
777,15.089357430073868
778,15.089173760372267
779,15.088990422901677
780,15.08880741706116
781,15.08862474225083
782,15.088442397871912
783,15.088260383326704
784,15.088078698018585
785,15.087897341352017
786,15.087716312732525
787,15.087535611566738
788,15.087355237262333
789,15.087175189228066
790,15.086995466873761
791,15.086816069610316
792,15.086636996849695
793,15.086458248004902
794,15.086279822490043
795,15.086101719720252
796,15.085923939111737
797,15.085746480081749
798,15.085569342048608
799,15.08539252443167
800,15.085216026651358
801,15.085039848129131
802,15.084863988287504
803,15.084688446550027
804,15.084513222341293
805,15.084338315086947
806,15.084163724213667
807,15.083989449149161
808,15.083815489322184
809,15.083641844162514
810,15.083468513100968
811,15.083295495569384
812,15.08312279100064
813,15.082950398828627
814,15.082778318488275
815,15.082606549415518
816,15.082435091047321
817,15.08226394282167
818,15.082093104177561
819,15.081922574555009
820,15.081752353395036
821,15.081582440139684
822,15.081412834231996
823,15.081243535116029
824,15.081074542236838
825,15.080905855040498
826,15.080737472974059
827,15.080569395485591
828,15.08040162202417
829,15.080234152039841
830,15.080066984983672
831,15.079900120307702
832,15.079733557464971
833,15.079567295909516
834,15.07940133509634
835,15.079235674481458
836,15.07907031352185
837,15.078905251675486
838,15.078740488401316
839,15.078576023159261
840,15.078411855410236
841,15.07824798461611
842,15.078084410239747
843,15.077921131744963
844,15.077758148596551
845,15.077595460260282
846,15.077433066202884
847,15.07727096589204
848,15.07710915879642
849,15.07694764438563
850,15.076786422130255
851,15.076625491501822
852,15.076464851972833
853,15.076304503016726
854,15.076144444107891
855,15.075984674721687
856,15.075825194334403
857,15.07566600242329
858,15.075507098466533
859,15.07534848194327
860,15.07519015233357
861,15.075032109118457
862,15.07487435177988
863,15.074716879800736
864,15.074559692664845
865,15.074402789856975
866,15.074246170862814
867,15.074089835168996
868,15.073933782263063
869,15.073778011633495
870,15.0736225227697
871,15.073467315162002
872,15.073312388301654
873,15.073157741680822
874,15.0730033747926
875,15.072849287130987
876,15.07269547819091
877,15.072541947468203
878,15.072388694459605
879,15.072235718662782
880,15.07208301957629
881,15.071930596699618
882,15.071778449533127
883,15.071626577578103
884,15.071474980336731
885,15.071323657312096
886,15.071172608008176
887,15.071021831929858
888,15.070871328582916
889,15.070721097474017
890,15.070571138110726
891,15.070421450001492
892,15.07027203265566
893,15.07012288558346
894,15.069974008296008
895,15.069825400305294
896,15.069677061124217
897,15.069528990266528
898,15.069381187246876
899,15.069233651580781
900,15.069086382784636
901,15.06893938037572
902,15.06879264387217
903,15.068646172793015
904,15.06849996665813
905,15.068354024988277
906,15.068208347305081
907,15.068062933131024
908,15.067917781989454
909,15.067772893404596
910,15.067628266901513
911,15.067483902006144
912,15.06733979824528
913,15.067195955146563
914,15.067052372238498
915,15.066909049050441
916,15.066765985112594
917,15.066623179956014
918,15.066480633112604
919,15.06633834411511
920,15.066196312497134
921,15.06605453779311
922,15.065913019538323
923,15.06577175726889
924,15.065630750521777
925,15.065489998834778
926,15.065349501746526
927,15.0652092587965
928,15.06506926952499
929,15.064929533473135
930,15.064790050182902
931,15.064650819197073
932,15.064511840059275
933,15.064373112313955
934,15.064234635506374
935,15.064096409182628
936,15.06395843288963
937,15.0638207061751
938,15.063683228587607
939,15.063545999676506
940,15.063409018991972
941,15.063272286085017
942,15.063135800507439
943,15.062999561811862
944,15.062863569551698
945,15.062727823281197
946,15.0625923225554
947,15.062457066930145
948,15.06232205596209
949,15.062187289208682
950,15.062052766228176
951,15.061918486579618
952,15.06178444982286
953,15.061650655518555
954,15.061517103228129
955,15.061383792513821
956,15.06125072293866
957,15.061117894066454
958,15.060985305461815
959,15.060852956690127
960,15.060720847317576
961,15.06058897691112
962,15.060457345038504
963,15.060325951268258
964,15.060194795169693
965,15.060063876312894
966,15.059933194268723
967,15.059802748608826
968,15.059672538905614
969,15.059542564732286
970,15.059412825662793
971,15.059283321271877
972,15.05915405113503
973,15.05902501482853
974,15.058896211929406
975,15.05876764201546
976,15.058639304665265
977,15.058511199458138
978,15.058383325974168
979,15.058255683794208
980,15.058128272499863
981,15.058001091673487
982,15.057874140898212
983,15.057747419757895
984,15.05762092783717
985,15.057494664721409
986,15.057368629996743
987,15.05724282325004
988,15.057117244068927
989,15.056991892041772
990,15.056866766757688
991,15.05674186780652
992,15.056617194778878
993,15.0564927472661
994,15.056368524860256
995,15.056244527154165
996,15.05612075374138
997,15.055997204216183
998,15.055873878173601
999,15.055750775209383
1000,15.055627894920022
1001,15.055505236902716
1002,15.055382800755421
1003,15.055260586076802
1004,15.055138592466264
1005,15.055016819523916
1006,15.054895266850611
1007,15.054773934047912
1008,15.0546528207181
1009,15.054531926464193
1010,15.05441125088991
1011,15.054290793599689
1012,15.054170554198688
1013,15.054050532292784
1014,15.053930727488552
1015,15.053811139393298
1016,15.053691767615016
1017,15.053572611762434
1018,15.05345367144496
1019,15.053334946272738
1020,15.05321643585659
1021,15.053098139808062
1022,15.052980057739392
1023,15.052862189263525
1024,15.052744533994098
1025,15.052627091545459
1026,15.052509861532645
1027,15.052392843571385
1028,15.05227603727812
1029,15.052159442269971
1030,15.052043058164749
1031,15.051926884580968
1032,15.051810921137822
1033,15.051695167455204
1034,15.05157962315368
1035,15.051464287854524
1036,15.051349161179669
1037,15.05123424275175
1038,15.05111953219408
1039,15.051005029130652
1040,15.050890733186138
1041,15.050776643985891
1042,15.050662761155948
1043,15.050549084323011
1044,15.050435613114464
1045,15.050322347158358
1046,15.050209286083426
1047,15.05009642951907
1048,15.049983777095362
1049,15.049871328443032
1050,15.049759083193505
1051,15.049647040978842
1052,15.049535201431784
1053,15.049423564185744
1054,15.049312128874782
1055,15.049200895133634
1056,15.049089862597686
1057,15.048979030902986
1058,15.048868399686246
1059,15.048757968584832
1060,15.048647737236761
1061,15.048537705280715
1062,15.048427872356019
1063,15.048318238102658
1064,15.048208802161263
1065,15.048099564173112
1066,15.04799052378015
1067,15.047881680624954
1068,15.047773034350739
1069,15.047664584601387
1070,15.047556331021411
1071,15.047448273255972
1072,15.047340410950866
1073,15.047232743752538
1074,15.047125271308067
1075,15.047017993265175
1076,15.04691090927222
1077,15.046804018978191
1078,15.046697322032715
1079,15.046590818086058
1080,15.04648450678911
1081,15.046378387793396
1082,15.046272460751075
1083,15.04616672531493
1084,15.046061181138374
1085,15.045955827875447
1086,15.045850665180813
1087,15.045745692709769
1088,15.045640910118227
1089,15.045536317062716
1090,15.0454319132004
1091,15.045327698189057
1092,15.045223671687085
1093,15.04511983335349
1094,15.045016182847919
1095,15.0449127198306
1096,15.044809443962409
1097,15.044706354904816
1098,15.044603452319913
1099,15.04450073587039
1100,15.044398205219563
1101,15.044295860031351
1102,15.044193699970275
1103,15.044091724701472
1104,15.043989933890675
1105,15.043888327204236
1106,15.04378690430909
1107,15.043685664872795
1108,15.043584608563494
1109,15.043483735049946
1110,15.043383044001498
1111,15.043282535088093
1112,15.04318220798028
1113,15.043082062349196
1114,15.042982097866588
1115,15.042882314204778
1116,15.042782711036681
1117,15.042683288035821
1118,15.042584044876302
1119,15.042484981232812
1120,15.042386096780637
1121,15.042287391195643
1122,15.042188864154294
1123,15.042090515333628
1124,15.04199234441126
1125,15.041894351065418
1126,15.04179653497488
1127,15.041698895819016
1128,15.041601433277782
1129,15.041504147031711
1130,15.041407036761905
1131,15.041310102150057
1132,15.041213342878418
1133,15.041116758629833
1134,15.04102034908771
1135,15.040924113936025
1136,15.040828052859336
1137,15.04073216554277
1138,15.040636451672016
1139,15.040540910933343
1140,15.040445543013568
1141,15.0403503476001
1142,15.040255324380903
1143,15.04016047304449
1144,15.040065793279961
1145,15.039971284776968
1146,15.039876947225718
1147,15.039782780316987
1148,15.039688783742111
1149,15.03959495719298
1150,15.039501300362048
1151,15.03940781294231
1152,15.039314494627334
1153,15.039221345111228
1154,15.03912836408867
1155,15.039035551254871
1156,15.038942906305609
1157,15.038850428937206
1158,15.038758118846527
1159,15.038665975730998
1160,15.038573999288582
1161,15.038482189217792
1162,15.038390545217696
1163,15.038299066987884
1164,15.038207754228505
1165,15.038116606640257
1166,15.038025623924357
1167,15.037934805782584
1168,15.03784415191725
1169,15.037753662031195
1170,15.03766333582781
1171,15.03757317301102
1172,15.037483173285278
1173,15.037393336355583
1174,15.037303661927453
1175,15.037214149706953
1176,15.037124799400667
1177,15.037035610715728
1178,15.036946583359777
1179,15.036857717041
1180,15.036769011468103
1181,15.036680466350315
1182,15.036592081397405
1183,15.036503856319658
1184,15.036415790827874
1185,15.036327884633398
1186,15.036240137448083
1187,15.036152548984296
1188,15.036065118954943
1189,15.035977847073438
1190,15.035890733053709
1191,15.035803776610216
1192,15.03571697745792
1193,15.035630335312314
1194,15.035543849889388
1195,15.035457520905656
1196,15.03537134807814
1197,15.035285331124387
1198,15.035199469762434
1199,15.035113763710845
1200,15.035028212688683
1201,15.034942816415526
1202,15.034857574611454
1203,15.034772486997056
1204,15.034687553293427
1205,15.034602773222163
1206,15.034518146505377
1207,15.034433672865651
1208,15.034349352026114
1209,15.034265183710357
1210,15.0341811676425
1211,15.034097303547139
1212,15.034013591149389
1213,15.033930030174846
1214,15.033846620349602
1215,15.033763361400261
1216,15.033680253053907
1217,15.033597295038117
1218,15.033514487080975
1219,15.03343182891104
1220,15.033349320257372
1221,15.033266960849515
1222,15.033184750417513
1223,15.033102688691885
1224,15.033020775403646
1225,15.032939010284291
1226,15.03285739306581
1227,15.03277592348067
1228,15.032694601261824
1229,15.032613426142708
1230,15.03253239785724
1231,15.032451516139824
1232,15.032370780725339
1233,15.03229019134914
1234,15.032209747747073
1235,15.032129449655448
1236,15.032049296811063
1237,15.031969288951181
1238,15.031889425813556
1239,15.031809707136398
1240,15.031730132658407
1241,15.031650702118743
1242,15.031571415257046
1243,15.031492271813423
1244,15.031413271528452
1245,15.031334414143183
1246,15.031255699399129
1247,15.03117712703827
1248,15.031098696803063
1249,15.031020408436422
1250,15.030942261681727
1251,15.03086425628282
1252,15.030786391984014
1253,15.030708668530078
1254,15.030631085666247
1255,15.030553643138214
1256,15.030476340692125
1257,15.030399178074605
1258,15.03032215503272
1259,15.030245271314
1260,15.030168526666422
1261,15.030091920838434
1262,15.030015453578931
1263,15.029939124637266
1264,15.02986293376324
1265,15.029786880707107
1266,15.029710965219582
1267,15.029635187051813
1268,15.02955954595542
1269,15.02948404168246
1270,15.029408673985433
1271,15.029333442617295
1272,15.029258347331453
1273,15.029183387881755
1274,15.029108564022486
1275,15.029033875508388
1276,15.028959322094643
1277,15.028884903536865
1278,15.028810619591132
1279,15.028736470013952
1280,15.02866245456226
1281,15.028588572993455
1282,15.028514825065354
1283,15.028441210536224
1284,15.028367729164767
1285,15.028294380710124
1286,15.028221164931866
1287,15.028148081589995
1288,15.028075130444964
1289,15.028002311257639
1290,15.027929623789337
1291,15.02785706780179
1292,15.027784643057174
1293,15.027712349318087
1294,15.027640186347563
1295,15.027568153909062
1296,15.027496251766465
1297,15.027424479684091
1298,15.027352837426674
1299,15.027281324759393
1300,15.027209941447829
1301,15.027138687257999
1302,15.02706756195634
1303,15.026996565309716
1304,15.026925697085407
1305,15.026854957051116
1306,15.026784344974963
1307,15.026713860625497
1308,15.026643503771679
1309,15.026573274182883
1310,15.026503171628912
1311,15.026433195879976
1312,15.026363346706702
1313,15.02629362388014
1314,15.026224027171738
1315,15.026154556353372
1316,15.026085211197332
1317,15.026015991476301
1318,15.025946896963397
1319,15.025877927432129
1320,15.02580908265643
1321,15.025740362410634
1322,15.02567176646948
1323,15.02560329460813
1324,15.02553494660213
1325,15.025466722227454
1326,15.02539862126047
1327,15.025330643477947
1328,15.025262788657063
1329,15.025195056575404
1330,15.025127447010954
1331,15.025059959742084
1332,15.024992594547598
1333,15.024925351206667
1334,15.024858229498887
1335,15.024791229204236
1336,15.0247243501031
1337,15.024657591976254
1338,15.024590954604873
1339,15.024524437770527
1340,15.024458041255187
1341,15.02439176484122
1342,15.024325608311369
1343,15.02425957144878
1344,15.024193654037006
1345,15.024127855859966
1346,15.024062176701989
1347,15.023996616347782
1348,15.02393117458246
1349,15.023865851191495
1350,15.023800645960776
1351,15.023735558676565
1352,15.023670589125521
1353,15.023605737094673
1354,15.023541002371452
1355,15.023476384743661
1356,15.023411883999497
1357,15.023347499927532
1358,15.023283232316725
1359,15.023219080956407
1360,15.02315504563631
