Iteration,Training Error (%),Testing Error (%)
180,10.26,10.72
181,10.280000000000001,10.72
182,10.280000000000001,10.72
183,10.280000000000001,10.72
184,10.26,10.72
185,10.280000000000001,10.72
186,10.280000000000001,10.74
187,10.280000000000001,10.72
188,10.280000000000001,10.74
189,10.280000000000001,10.72
190,10.280000000000001,10.74
191,10.280000000000001,10.74
192,10.280000000000001,10.74
193,10.280000000000001,10.74
194,10.280000000000001,10.74
195,10.280000000000001,10.74
196,10.280000000000001,10.72
197,10.26,10.74
198,10.26,10.72
199,10.26,10.74
200,10.26,10.74
201,10.26,10.74
202,10.26,10.74
203,10.26,10.74
204,10.26,10.74
205,10.26,10.74
206,10.26,10.74
207,10.26,10.74
208,10.26,10.74
209,10.26,10.74
210,10.26,10.74
211,10.26,10.74
212,10.26,10.74
213,10.26,10.72
214,10.26,10.72
215,10.280000000000001,10.74
216,10.280000000000001,10.72
217,10.280000000000001,10.74
218,10.280000000000001,10.72
219,10.26,10.74
220,10.26,10.74
221,10.26,10.74
222,10.26,10.74
223,10.280000000000001,10.74
224,10.26,10.74
225,10.280000000000001,10.74
226,10.26,10.74
227,10.280000000000001,10.74
228,10.26,10.74
229,10.280000000000001,10.74
230,10.26,10.74
231,10.280000000000001,10.74
232,10.280000000000001,10.74
233,10.280000000000001,10.74
234,10.280000000000001,10.74
235,10.280000000000001,10.74
236,10.280000000000001,10.74
237,10.280000000000001,10.74
238,10.280000000000001,10.74
239,10.26,10.74
240,10.280000000000001,10.74
241,10.26,10.74
242,10.280000000000001,10.74
243,10.26,10.74
244,10.280000000000001,10.74
245,10.280000000000001,10.74
246,10.280000000000001,10.74
247,10.280000000000001,10.72
248,10.280000000000001,10.74
249,10.280000000000001,10.74
250,10.280000000000001,10.74
251,10.280000000000001,10.74
252,10.280000000000001,10.74
253,10.280000000000001,10.74
254,10.280000000000001,10.72
255,10.280000000000001,10.72
256,10.280000000000001,10.72
257,10.280000000000001,10.72
258,10.280000000000001,10.72
259,10.280000000000001,10.72
260,10.280000000000001,10.72
261,10.280000000000001,10.72
262,10.280000000000001,10.72
263,10.280000000000001,10.72
264,10.280000000000001,10.72
265,10.280000000000001,10.72
266,10.280000000000001,10.72
267,10.280000000000001,10.72
268,10.280000000000001,10.72
269,10.280000000000001,10.72
270,10.280000000000001,10.72
271,10.280000000000001,10.72
272,10.280000000000001,10.72
273,10.280000000000001,10.72
274,10.280000000000001,10.72
275,10.280000000000001,10.72
276,10.280000000000001,10.72
277,10.280000000000001,10.72
278,10.280000000000001,10.72
279,10.280000000000001,10.72
280,10.280000000000001,10.72
281,10.280000000000001,10.72
282,10.280000000000001,10.72
283,10.280000000000001,10.72
284,10.280000000000001,10.72
285,10.280000000000001,10.72
286,10.280000000000001,10.72
287,10.280000000000001,10.72
288,10.280000000000001,10.72
289,10.280000000000001,10.72
290,10.280000000000001,10.74
291,10.280000000000001,10.72
292,10.280000000000001,10.72
293,10.280000000000001,10.72
294,10.280000000000001,10.72
295,10.280000000000001,10.72
296,10.280000000000001,10.72
297,10.280000000000001,10.72
298,10.280000000000001,10.72
299,10.280000000000001,10.72
300,10.280000000000001,10.72
301,10.280000000000001,10.72
302,10.280000000000001,10.72
303,10.280000000000001,10.72
304,10.280000000000001,10.72
305,10.280000000000001,10.72
306,10.280000000000001,10.72
307,10.280000000000001,10.72
308,10.280000000000001,10.72
309,10.280000000000001,10.72
310,10.280000000000001,10.72
311,10.280000000000001,10.72
312,10.280000000000001,10.72
313,10.280000000000001,10.72
314,10.280000000000001,10.72
315,10.280000000000001,10.72
316,10.280000000000001,10.72
317,10.280000000000001,10.74
318,10.280000000000001,10.74
319,10.280000000000001,10.72
320,10.280000000000001,10.72
321,10.280000000000001,10.72
322,10.280000000000001,10.72
323,10.280000000000001,10.72
324,10.280000000000001,10.72
325,10.280000000000001,10.72
326,10.280000000000001,10.72
327,10.280000000000001,10.72
328,10.280000000000001,10.72
329,10.280000000000001,10.72
330,10.280000000000001,10.72
331,10.280000000000001,10.72
332,10.280000000000001,10.72
333,10.280000000000001,10.72
334,10.280000000000001,10.72
335,10.280000000000001,10.76
336,10.280000000000001,10.74
337,10.280000000000001,10.74
338,10.280000000000001,10.74
339,10.280000000000001,10.74
340,10.280000000000001,10.74
341,10.280000000000001,10.74
342,10.280000000000001,10.74
343,10.280000000000001,10.74
344,10.280000000000001,10.74
345,10.280000000000001,10.74
346,10.280000000000001,10.74
347,10.280000000000001,10.74
348,10.280000000000001,10.74
349,10.280000000000001,10.74
350,10.280000000000001,10.74
351,10.280000000000001,10.74
352,10.280000000000001,10.74
353,10.280000000000001,10.74
354,10.280000000000001,10.74
355,10.280000000000001,10.74
356,10.280000000000001,10.74
357,10.280000000000001,10.74
358,10.280000000000001,10.74
359,10.280000000000001,10.74
360,10.280000000000001,10.74
361,10.280000000000001,10.74
362,10.280000000000001,10.74
363,10.280000000000001,10.74
364,10.280000000000001,10.74
365,10.280000000000001,10.74
366,10.280000000000001,10.74
367,10.280000000000001,10.74
368,10.280000000000001,10.74
369,10.280000000000001,10.74
370,10.280000000000001,10.74
371,10.280000000000001,10.74
372,10.280000000000001,10.74
373,10.280000000000001,10.74
374,10.280000000000001,10.74
375,10.280000000000001,10.74
376,10.280000000000001,10.74
377,10.280000000000001,10.74
378,10.280000000000001,10.74
379,10.280000000000001,10.74
380,10.280000000000001,10.74
381,10.280000000000001,10.74
382,10.280000000000001,10.74
383,10.280000000000001,10.74
384,10.280000000000001,10.74
385,10.280000000000001,10.74
386,10.280000000000001,10.74
387,10.280000000000001,10.74
388,10.280000000000001,10.74
389,10.280000000000001,10.74
390,10.280000000000001,10.74
391,10.280000000000001,10.74
392,10.280000000000001,10.74
393,10.280000000000001,10.74
394,10.280000000000001,10.74
395,10.280000000000001,10.74
396,10.280000000000001,10.74
397,10.280000000000001,10.74
398,10.280000000000001,10.74
399,10.280000000000001,10.74
400,10.280000000000001,10.74
401,10.280000000000001,10.74
402,10.280000000000001,10.74
403,10.280000000000001,10.74
404,10.280000000000001,10.74
405,10.280000000000001,10.74
406,10.280000000000001,10.74
407,10.280000000000001,10.74
408,10.280000000000001,10.74
409,10.280000000000001,10.74
410,10.280000000000001,10.74
411,10.280000000000001,10.74
412,10.280000000000001,10.74
413,10.280000000000001,10.74
414,10.280000000000001,10.74
415,10.280000000000001,10.74
416,10.280000000000001,10.74
417,10.280000000000001,10.74
418,10.280000000000001,10.74
419,10.280000000000001,10.74
420,10.280000000000001,10.74
421,10.280000000000001,10.74
422,10.280000000000001,10.74
423,10.280000000000001,10.74
424,10.280000000000001,10.74
425,10.280000000000001,10.74
426,10.280000000000001,10.74
427,10.280000000000001,10.74
428,10.280000000000001,10.74
429,10.280000000000001,10.74
430,10.280000000000001,10.74
431,10.280000000000001,10.74
432,10.280000000000001,10.74
433,10.280000000000001,10.74
434,10.280000000000001,10.74
435,10.280000000000001,10.74
436,10.280000000000001,10.74
437,10.280000000000001,10.74
438,10.280000000000001,10.74
439,10.280000000000001,10.74
440,10.280000000000001,10.74
441,10.280000000000001,10.74
442,10.280000000000001,10.74
443,10.280000000000001,10.74
444,10.280000000000001,10.74
445,10.280000000000001,10.74
446,10.280000000000001,10.74
447,10.280000000000001,10.74
448,10.280000000000001,10.74
449,10.280000000000001,10.74
450,10.280000000000001,10.74
451,10.280000000000001,10.74
452,10.280000000000001,10.74
453,10.280000000000001,10.74
454,10.280000000000001,10.74
455,10.280000000000001,10.74
456,10.280000000000001,10.74
457,10.280000000000001,10.74
458,10.280000000000001,10.74
459,10.280000000000001,10.74
460,10.280000000000001,10.74
461,10.280000000000001,10.74
462,10.280000000000001,10.74
463,10.280000000000001,10.74
464,10.280000000000001,10.74
465,10.280000000000001,10.74
466,10.280000000000001,10.74
467,10.280000000000001,10.74
468,10.280000000000001,10.74
469,10.280000000000001,10.74
470,10.280000000000001,10.74
471,10.280000000000001,10.74
472,10.280000000000001,10.74
473,10.280000000000001,10.74
474,10.280000000000001,10.74
475,10.280000000000001,10.74
476,10.280000000000001,10.74
477,10.280000000000001,10.74
478,10.280000000000001,10.74
479,10.280000000000001,10.74
480,10.280000000000001,10.74
481,10.280000000000001,10.74
482,10.280000000000001,10.74
483,10.280000000000001,10.74
484,10.280000000000001,10.74
485,10.280000000000001,10.74
486,10.280000000000001,10.74
487,10.280000000000001,10.74
488,10.280000000000001,10.74
489,10.280000000000001,10.74
490,10.280000000000001,10.74
491,10.280000000000001,10.74
492,10.280000000000001,10.74
493,10.280000000000001,10.74
494,10.280000000000001,10.74
495,10.280000000000001,10.74
496,10.280000000000001,10.74
497,10.280000000000001,10.74
498,10.280000000000001,10.74
499,10.280000000000001,10.74
